name,full_name,trip_count,trip_list,stop_count,stop_list,id,direction_id
398-H,Hosakote Bus Stand (Old) → Jigani APC Circle,8,"[ ""09:15:00"", ""10:15:00"", ""10:45:00"", ""14:05:00"", ""15:45:00"", ""16:00:00"", ""16:30:00"", ""16:45:00"" ]",81,"[ ""Hosakote Bus Stand (Old)"", ""Hosakote Flower Market"", ""Hosakote K E B Circle"", ""Hosakote Bus Station (TTMC)"", ""Hosakote Toll"", ""Hosakote Kodi"", ""Katamanallur Gate"", ""Sannathammanahalli"", ""Gorivegere Gate"", ""Safal Market"", ""Khaji Sonnenahalli Gate"", ""Kannamangala Gate"", ""Bevina Mara Kannamangala"", ""Sai Lakshmi Industries"", ""Chaithanya Samarpan Apartment"", ""Shell Petrol Bunk"", ""Seegehalli Gate  Kadugodi"", ""Bellathur"", ""Sathya Sai Baba Mandir"", ""Kadugodi Bridge"", ""Hope Farm"", ""Coffee Day Hope Farm"", ""Munish Singh Hospital"", ""Sai Baba General Hospital"", ""White Field Post Office"", ""Brooke Bond"", ""Forum Mall"", ""Varthur Kodi"", ""Varthuru Govt College"", ""Varthuru"", ""Varthuru Police Station"", ""KK School"", ""Vinayakanagara Varthur"", ""Gunjuru"", ""Heggondanahalli"", ""Green Wood High School"", ""TISB Boys Hostel"", ""Dommasandra Circle"", ""Dommasandra"", ""Thigalara Chowdenahalli Cross"", ""Chambenahalli"", ""Yamare"", ""Crystal Apartment Sarjapura Road"", ""Sompura Gate"", ""Sarjapura Circle"", ""Sarjapura"", ""Sarjapura Circle"", ""Handenahalli"", ""Garments Factory Borugunte"", ""Boorugunte"", ""Billapura"", ""Exide Gate"", ""Thyavakanahalli Gate"", ""S Medahalli"", ""Silk Farm"", ""Sriram Properties"", ""Bidaraguppe"", ""Anjaneya Temple Bidaraguppe"", ""Indlubele"", ""Jigala Cross"", ""Attibele Bus Stand"", ""Yadavanahalli"", ""Guddahatti Gate"", ""Neraluru Gate"", ""Tirumagondanahalli"", ""Hale Chandapura"", ""Chandapura"", ""Hennagara Gate"", ""BTL College"", ""Bommasandra"", ""Kottanayakana halli"", ""Industrial Area Water Tank Bommasandra"", ""Aravinda Limited"", ""Rupesh Hotel"", ""Biocon Jigani Road"", ""Yarandahalli"", ""Sriramapura Bommasandra Road"", ""OMEX Circle"", ""Maruthi Nagara"", ""Navya Badavane"", ""Jigani APC Circle"" ]",10a,1
288-J,Shivajinagara Bus Station → Kodigehalli Canara Bank Colony,3,"[ ""08:00:00"", ""10:35:00"", ""15:00:00"" ]",30,"[ ""Shivajinagara Bus Station"", ""Indian Express"", ""Cunningham Road"", ""Vasantha Nagara"", ""Jayamahal"", ""Munireddy Palya J C Nagara"", ""TV Tower"", ""C‌ Q A L"", ""Matadahalli"", ""Rahamathnagara"", ""RT Nagara Post Office"", ""RT Nagara Police Station"", ""Vasanthappa Block"", ""CBI"", ""Veterinary Hospital"", ""Canara Bank Hebbala"", ""Hebbala"", ""Military Dairy Farm (Esteem Mall)"", ""SanjeeviniNagara"", ""Ganesha Temple Sahakara Nagara"", ""Cauvery School Sahakara Nagara"", ""Sahakara Nagara Post Office"", ""Ganesha Temple Sahakara Nagara"", ""Sahakara Nagara Police Station"", ""Cauvery Public School Sahakarnagara"", ""Kodigehalli"", ""Railway Gate Kodigehalli"", ""Virupakshapura"", ""Tennis Court Thindlu"", ""Kodigehalli Canara Bank Colony"" ]",10b,0
288-J,Kodigehalli Canara Bank Colony → Shivajinagara Bus Station,3,"[ ""09:05:00"", ""11:40:00"", ""16:05:00"" ]",33,"[ ""Kodigehalli Canara Bank Colony"", ""Tennis Court Thindlu"", ""Virupakshapura"", ""Railway Gate Kodigehalli"", ""Kodigehalli"", ""Maruthi Nagara"", ""Cauvery Public School Sahakarnagara"", ""Sahakara Nagara Police Station"", ""Ganesha Temple Sahakara Nagara"", ""Sahakara Nagara Post Office"", ""Cauvery School Sahakara Nagara"", ""Ganesha Temple Sahakara Nagara"", ""SanjeeviniNagara"", ""Kodigehalli Gate"", ""Military Dairy Farm (Esteem Mall)"", ""Hebbala Bridge"", ""Hebbala"", ""Canara Bank Hebbala"", ""Veterinary Hospital"", ""CBI"", ""Vasanthappa Block"", ""RT Nagara Police Station"", ""RTN Post Office"", ""Rahamathnagara"", ""Matadahalli"", ""C Q A L"", ""TV Tower"", ""Munireddy Palya J C Nagara"", ""Jayamahal"", ""Cantonment Railway Station"", ""CSI Hospital"", ""Indian Express"", ""Shivajinagara Bus Station"" ]",10b,1
D35G-JPT,Janapriya Township → Depot-35 Gate,3,"[ ""17:10:00"", ""19:45:00"", ""19:50:00"" ]",5,"[ ""Janapriya Township"", ""Mutturayanaswamy Temple"", ""Kadabagere Cross"", ""Seegehalli Gate"", ""Depot-35 Gate"" ]",10c,1
380-P,Hosakote Bus Stand (Old) → Bylanarasapura,3,"[ ""06:35:00"", ""16:55:00"", ""19:50:00"" ]",33,"[ ""Hosakote Bus Stand (Old)"", ""Raghavendra Tent"", ""Kumbalahalli Gate"", ""Kaateramma Devasthana"", ""Halappanahalli"", ""Shankanipura Gate"", ""Lakkondahalli Temple"", ""Venkatapura Gate Lakkondahalli"", ""Lakkondahalli Gate"", ""Thimmasandra Gate"", ""Sun Valley Public School Thimmsandra"", ""Hasigaala"", ""Kammasandra"", ""Yanagunte"", ""Sadhapanalli Gate"", ""Attibele Sulibele"", ""Devanahalli Cross Sulibele"", ""Sulibele KEB"", ""Sulibele"", ""Sulibele Quarters"", ""Bettahalli Gate"", ""Chikka Haralagere"", ""Bendiganahalli Cross"", ""Bendiganahalli"", ""Anupahalli"", ""Cheemasandra"", ""Ramagovindapuram"", ""Haleyur"", ""Nandagudi"", ""Muddanahalli Gate"", ""Medur Gate"", ""N Hosahalli"", ""Bylanarasapura"" ]",10d,0
380-P,Bylanarasapura → Hosakote Bus Stand (Old),3,"[ ""05:30:00"", ""08:15:00"", ""18:10:00"" ]",35,"[ ""Bylanarasapura"", ""N Hosahalli"", ""Medur Gate"", ""Muddanahalli Gate"", ""Vaddahalli Gate"", ""Nandagudi"", ""Haleyur"", ""Ramagovindapuram"", ""Cheemasandra"", ""Anupahalli"", ""Bendiganahalli"", ""Bendiganahalli Cross"", ""Chikka Haralagere"", ""Sulibele Quarters"", ""Sulibele"", ""Sulibele KEB"", ""Devanahalli Cross Sulibele"", ""Attibele Sulibele"", ""Sadhapanalli Gate"", ""Yanagunte"", ""Kammasandra"", ""Hasigaala"", ""Sun Valley Public School Thimmsandra"", ""Thimmasandra Gate"", ""Lakkondahalli Gate"", ""Venkatapura Gate Lakkondahalli"", ""Lakkondahalli Temple"", ""Shankanipura Gate"", ""Halappanahalli"", ""Kaateramma Devasthana"", ""Kumbalahalli Gate"", ""Raghavendra Tent"", ""Hosakote BEO office"", ""Hosakote Flower Market"", ""Hosakote Bus Stand (Old)"" ]",10d,1
245-M KBS-BMTCTC-MDH,Madanayakanahalli → Kempegowda Bus Station,1,"[ ""09:20:00"" ]",43,"[ ""Madanayakanahalli"", ""Siddana Hosahalli"", ""Dombarahalli"", ""Rajeshwarinagara"", ""Lakshmipura"", ""Kadirenahalli"", ""Kammasandra"", ""Kammasandra Palya"", ""Kamadhenu Kshetra"", ""Ganesha Circle Vaddarahalli"", ""BMTC Training Centre"", ""Vaddarahalli Cross"", ""Bettahalli Colony"", ""Bayyandahalli"", ""Bayyandahalli Colony"", ""Janapriya Township"", ""Mutturayanaswamy Temple"", ""Kadabagere Cross"", ""Machohalli Gate"", ""Forest Gate"", ""Chikka Gollarahatti"", ""Kachohalli Gate"", ""Gollarahatti"", ""College Cross Byadarahalli"", ""Byadarahalli"", ""East West College Cross"", ""Anjananagara"", ""Herohalli Cross1"", ""Janapriya Apartment"", ""Sunkadakatte"", ""Kottigepalya"", ""Summanahalli"", ""Kamakshipalya"", ""KHB Colony"", ""Agrahara Dasarahalli"", ""Magadi Road TollGate"", ""Prasanna Theatre"", ""10th Cross Magadi Road"", ""5th Cross Magadi Road"", ""1st Cross Magadi Road"", ""Minerva Mill"", ""Okalipura"", ""Kempegowda Bus Station"" ]",10e,1
501-A VNS-GGP-ITIL,Vidyaniketan School Hebbala → ITI Layout,1,"[ ""08:00:00"" ]",32,"[ ""Vidyaniketan School Hebbala"", ""Military Dairy Farm (Esteem Mall)"", ""Hebbala Bridge"", ""Bhadrappa Layout"", ""Devinagara Cross"", ""Kuvempu Circle"", ""BEL Circle"", ""MES Road"", ""Muthyalanagara"", ""Jalahalli Bakery"", ""Jalahalli Village"", ""Alisda"", ""Goraguntepalya"", ""Goraguntepalya  Ring Road"", ""Reliance Petrol Bunk Goraguntepalya"", ""Modern Food Goraguntepalya"", ""Kanteerava Studio"", ""Rajkumar Punya Bhoomi"", ""Nandhini Layout"", ""Nandini Layout Ring Road"", ""Laggere Bridge"", ""Kempegowda Arch"", ""Lurdubayi Samudaya Bhavana"", ""Depot-31 Gate"", ""Summanahalli"", ""Kottigepalya"", ""Vokkaliga School Kottigepalya"", ""BDA Complex Nagarabhavi"", ""Aladamara Papareddypalya"", ""Papareddypalya"", ""Deepa Complex"", ""ITI Layout"" ]",10f,0
V-360B Flyover,Kempegowda Bus Station → Attibele Bus Stand,3,"[ ""08:35:00"", ""18:25:00"", ""18:35:00"" ]",42,"[ ""Kempegowda Bus Station"", ""Maharani College"", ""KR Circle"", ""St Marthas Hospital"", ""Corporation"", ""Subbaiah Circle"", ""KH Road"", ""Shanthinagara Bus Station"", ""Wilson Garden Police Station"", ""Wilson Garden 12th Cross"", ""Lakkasandra"", ""Nimhans Hospital"", ""Bengaluru Dairy Circle"", ""Muneshwara Devasthana"", ""Hosur Road Junction"", ""St Johns Hospital"", ""Koramangala Water Tank"", ""Kudure Mukha Colony"", ""Krupanidhi College"", ""Madivala"", ""Roopena Agrahara FLY"", ""Roopena Agrahara Toll"", ""Bommanahalli Fly Over"", ""Kudlu Gate Flyover"", ""Singasandra FLY"", ""Hosa Road FLY"", ""Konappana Agrahara"", ""Electronic City FLY"", ""Veerasandra"", ""Huskur Gate"", ""Hebbagodi"", ""Bommasandra"", ""BTL College"", ""Hennagara Gate"", ""Chandapura"", ""Hale Chandapura"", ""Tirumagondanahalli"", ""Neraluru Gate"", ""Guddahatti Gate"", ""Guestline Hotel"", ""Yadavanahalli"", ""Attibele Bus Stand"" ]",10g,0
V-360B Flyover,Attibele Bus Stand → Kempegowda Bus Station,1,"[ ""08:45:00"" ]",37,"[ ""Attibele Bus Stand"", ""Yadavanahalli"", ""Guestline Hotel"", ""Guddahatti Gate"", ""Neraluru Gate"", ""Tirumagondanahalli"", ""Hale Chandapura"", ""Chandapura"", ""Hennagara Gate"", ""BTL College"", ""Bommasandra"", ""Hebbagodi"", ""Huskur Gate"", ""Veerasandra"", ""Electronic City FLY"", ""Konappana Agrahara Flyover"", ""Hosa Road FLY"", ""Singasandra FLY"", ""Kudlu Gate Flyover"", ""Bommanahalli Fly Over"", ""Roopena Agrahara FLY"", ""Madivala"", ""Ayyappaswamy Temple Madivala"", ""St Johns Hospital"", ""Hosur Road junction"", ""Muneshwara Devasthana"", ""Bengaluru Dairy Circle"", ""Nimhans Hospital"", ""Lakkasandra"", ""Wilson Garden 10th Cross"", ""Wilson Garden Police Station"", ""Shanthinagara Bus Station"", ""KH Road"", ""Pallavi Talkies"", ""Corporation"", ""Mysore Bank"", ""Kempegowda Bus Station"" ]",10g,1
372-C,KR Market (Kalasipalya) → Nisarga Badavane,2,"[ ""10:30:00"", ""16:00:00"" ]",41,"[ ""KR Market (Kalasipalya)"", ""Makkala Koota"", ""Basappa Circle"", ""Lalbagh Main Gate"", ""Lalbagh Hopcoms"", ""7th Cross Wilson Garden"", ""Lakkasandra"", ""Nimhans Hospital"", ""Bengaluru Dairy Circle"", ""Ananda Ashrama (BGT Rd)"", ""Jalabhavan"", ""Gurappanapalya"", ""MICO Layout Checkpost Gopalan mall"", ""JP Nagara 3rd Phase"", ""Bilekahalli"", ""Apollo Hospital"", ""HSBC"", ""Arakere Gate"", ""BPL"", ""Hulimavu Gate"", ""Meenakshi Temple"", ""Loyola School"", ""Kalena Agrahara"", ""Himagiri"", ""Gottigere"", ""T John College"", ""Basavanapura Gate"", ""Koli Farm Gate"", ""Kalkere"", ""AMC College"", ""Sampangiram Nagara"", ""Ryan International School"", ""Vijaya Bank Bannerughatta"", ""Bannerughatta Circle"", ""Sarala Birla Academy"", ""Junglepalya Gate"", ""Mantapa Cross"", ""Ragihalli Gate"", ""Begihalli"", ""Koppa Gate"", ""Nisarga Badavane"" ]",10h,0
372-C,Nisarga Badavane → KR Market (Kalasipalya),2,"[ ""08:35:00"", ""14:35:00"" ]",39,"[ ""Nisarga Badavane"", ""Koppa Gate"", ""Begihalli"", ""Ragihalli Gate"", ""Mantapa Cross"", ""Junglepalya Gate"", ""Sarala Birla Academy"", ""Bannerughatta Circle"", ""Vijaya Bank Bannerughatta"", ""Ryan International School"", ""Sampangiram Nagara"", ""AMC College"", ""Kalkere"", ""Koli Farm Gate"", ""Basavanapura Gate"", ""T John College"", ""Gottigere"", ""Himagiri"", ""Kalena Agrahara"", ""Loyola School"", ""Meenakshi Temple"", ""Hulimavu Gate"", ""BPL"", ""Arakere Gate"", ""HSBC"", ""Apollo Hospital"", ""Bilekahalli"", ""JP Nagara 3rd Phase"", ""MICO Layout Checkpost Gopalan mall"", ""Gurappanapalya"", ""Ananda Ashrama (BGT Rd)"", ""Bengaluru Dairy Circle"", ""Nimhans Hospital"", ""Lakkasandra"", ""7th Cross Wilson Garden"", ""Lalbagh Hopcoms"", ""Lalbagh Main Gate"", ""Town Hall"", ""KR Market (Kalasipalya)"" ]",10h,1
D34-TGPM,Thalaghattapura Metro Station → Depot-34 Gate,2,"[ ""13:00:00"", ""18:30:00"" ]",20,"[ ""Thalaghattapura Metro Station"", ""Bayyanapalya"", ""Vajarahalli Metro Station"", ""Raghuvanahalli Cross"", ""Gubbalala Gate"", ""Doddakallasandra Metro Station"", ""Doddakallasandra"", ""Konanakunte Cross  Metro Station"", ""Konanakunte Cross"", ""Konanakunte"", ""Sowdamini Kalyana Mantapa"", ""Hari Nagara Cross"", ""Glass Factory"", ""Vinayaka Chitramandira"", ""Sarathi Nagara"", ""Royal Layout"", ""Jambu Savari Dinne"", ""Surabhi Layout"", ""BK Circle"", ""Depot-34 Gate"" ]",10i,1
223-A CLO-DBT,Dodda Basti → Chandra Layout,4,"[ ""05:35:00"", ""11:30:00"", ""11:40:00"", ""18:20:00"" ]",20,"[ ""Dodda Basti"", ""Chikka Basti Masjid"", ""Shivaji Hotel"", ""Sonnenahalli"", ""Sonnenahalli Bridge"", ""Bhuvaneshwari Nagara 2nd Stage"", ""Bhuvaneshwari Nagara 1st Stage"", ""Kenchanapura Cross"", ""Mariyappanapalya"", ""PVP School"", ""Univesity Quarters"", ""Mallathahalli Cross"", ""Kengunte Circle"", ""Vinayaka Layout Nagarabhavi"", ""NGEF Layout Nagarabhavi"", ""12th Block Nagarabhavi"", ""Manasa Nagara"", ""Nagarabhavi Circle"", ""Jyothi Nagara"", ""Chandra Layout"" ]",10j,1
CLO-RPCLO,Hampinagara RPC Layout → Chandra Layout,4,"[ ""14:31:00"", ""18:20:00"", ""21:40:00"", ""21:55:00"" ]",6,"[ ""Hampinagara RPC Layout"", ""Attiguppe"", ""Income Tax Layout Cross 1"", ""Income Tax Layout"", ""Chandra Public School"", ""Chandra Layout"" ]",10k,1
285-CB KKH-KBS,Kakkehalli → Kempegowda Bus Station,1,"[ ""08:20:00"" ]",39,"[ ""Kakkehalli"", ""Dodda Tumkur"", ""Nellukunte"", ""Marasandra Circle"", ""Aradeshanahalli Gate"", ""YAPB Toll"", ""Suradenapura Gate"", ""Sri Ramanahalli"", ""Rajanukunte"", ""Honnenahalli"", ""Singanayakanahalli Gate"", ""Avalahalli"", ""Nagenahalli Gate"", ""C R P F Yelahanka"", ""Ananthapura Gate"", ""Puttenahalli"", ""Wheel And Axle Plant"", ""Escorts"", ""Sheshadripuram College"", ""NES Office"", ""Yalahanka Police Station"", ""Allalasandra Gate"", ""Jakkur Aerodrum"", ""GKVK GATE"", ""Byatarayanapura"", ""Kodigehalli Gate"", ""Military Dairy Farm (Esteem Mall)"", ""Hebbala Bridge"", ""Hebbala"", ""Canara Bank Hebbala"", ""Veterinary Hospital"", ""CBI"", ""Mekhri Circle"", ""Palace Ground"", ""RM Guttahalli"", ""Shivananda Store"", ""Swastik Sheshadripuram College"", ""Central"", ""Kempegowda Bus Station"" ]",10l,0
"228",KR Market (Kalasipalya) → Gonipura,5,"[ ""05:40:00"", ""08:55:00"", ""13:40:00"", ""16:20:00"", ""19:50:00"" ]",38,"[ ""KR Market (Kalasipalya)"", ""Rayan Circle"", ""Water Tank Chamarajapet"", ""Chamarajapet"", ""Sirsi Circle"", ""Mysore Road TollGate"", ""New Guddadahalli"", ""Mysore Road Bus Station"", ""BHEL"", ""Mysore Road Metro Station"", ""Nayandahalli"", ""BWSSB Quarters Nayandahalli"", ""Rajarajeshwari nagara Gate"", ""Bengaluru University Gate"", ""Jayaram Das Factory"", ""RV College"", ""Dubasipalya Cross"", ""Mylasandra Cross"", ""Kengeri Bus Station"", ""Kengeri Police Station"", ""Depot-12 Gate"", ""NICE Road Kengeri Road Junction"", ""Basavanagara Kengeri"", ""RR Medical College"", ""Anchepalya"", ""Juggath Farma"", ""Ramohalli Cross"", ""Kumbalagodu"", ""YMCA Public School"", ""Pinto Bore"", ""Thagachaguppe"", ""Devagere Cross"", ""Ranga Jangama"", ""Nalku Kamba"", ""Eradu Kamba"", ""K Gollahalli"", ""Hospital K Gollahalli"", ""Gonipura"" ]",10m,0
"228",Gonipura → KR Market (Kalasipalya),4,"[ ""04:35:00"", ""07:30:00"", ""14:55:00"", ""18:00:00"" ]",37,"[ ""Gonipura"", ""Hospital K Gollahalli"", ""K Gollahalli"", ""Eradu Kamba"", ""Nalku Kamba"", ""Ranga Jangama"", ""Devagere Cross"", ""Thagachaguppe"", ""Pinto Bore"", ""YMCA Public School"", ""Kumbalagodu"", ""Ramohalli Cross"", ""Juggath Pharma"", ""Anchepalya"", ""RR Medical College"", ""Basavanagara Kengeri"", ""NICE Road Kengeri Road Junction"", ""Kengeri Police Station"", ""Kengeri Bus Station"", ""Mylasandra Cross"", ""Dubasipalya Cross"", ""RV College"", ""Jayaram Das Factory"", ""Bengaluru University Gate"", ""Rajarajeshwari nagara Gate"", ""BWSSB Quarters Nayandahalli"", ""Nayandahalli"", ""Mysore Road Metro Station"", ""BHEL"", ""Deepanjalinagara"", ""Bapujinagara"", ""New Guddadahalli"", ""Mysore Road TollGate"", ""Sirsi Circle"", ""Vinayaka Talkies"", ""Rayan Circle"", ""KR Market (Kalasipalya)"" ]",10m,1
317-N,KR Market → Kamarasanahalli,2,"[ ""05:35:00"", ""15:40:00"" ]",50,"[ ""KR Market"", ""Town Hall"", ""Corporation"", ""St Joseph's Indian School\/ Malya Hospital"", ""Richmond Circle"", ""St Joseph College"", ""Mayohall"", ""MG Road Electric B Station"", ""Lido Talkies"", ""Philips Millenium Halasuru"", ""Halasuru"", ""Depot-06 Gate"", ""Binnamangala"", ""Swamy Vivekananda Metro Station\/Isolation Hospital"", ""NGEF"", ""Bayyappanahalli Metro Station"", ""Benniganahalli"", ""Tin Factory"", ""ITI Colony Gate"", ""KR Pura Market"", ""KR Pura Extension"", ""TC Palya  Gate Hosakote Road"", ""Bhattarahalli"", ""SJES College"", ""Medahalli"", ""Cipla Avalahalli"", ""Avalahalli Hosakote"", ""Cheemasandra Gate"", ""Bandapura Gate"", ""Budigere Cross"", ""Sapthagiri Convention Hall"", ""Katamanallur Gate"", ""Hosakote Kodi"", ""Hosakote Toll"", ""Hosakote High School"", ""Hosakote BEO office"", ""Hosakote Flower Market"", ""Hosakote Bus Stand (Old)"", ""Santhe Gate"", ""Hosakote Govt Hospital"", ""AL Ameen Residential School"", ""Devanagundi Cross"", ""Haraluru Gate"", ""Jadigenahalli"", ""Jadigenahalli Hospital"", ""Karibeeranahosahalli Cross"", ""Karibeeranahosahalli"", ""Govindapura Colony"", ""Honachenahalli"", ""Kamarasanahalli"" ]",10n,0
317-N,Kamarasanahalli → KR Market,2,"[ ""04:00:00"", ""13:40:00"" ]",46,"[ ""Kamarasanahalli"", ""Honachenahalli"", ""Govindapura Colony"", ""Karibeeranahosahalli"", ""Karibeeranahosahalli Cross"", ""Jadigenahalli Hospital"", ""Jadigenahalli"", ""Haraluru Gate"", ""Devanagundi Cross"", ""AL Ameen Residential School"", ""Hosakote Govt Hospital"", ""Santhe Gate"", ""Hosakote K E B Circle"", ""Hosakote Bus Station (TTMC)"", ""Hosakote High School"", ""Hosakote Toll"", ""Hosakote Kodi"", ""Katamanallur Gate"", ""Sapthagiri Convention Hall"", ""Budigere Cross"", ""Bandapura Gate"", ""Avalahalli Hosakote"", ""Cipla Avalahalli"", ""Medahalli"", ""SJES College"", ""Bhattarahalli"", ""TC Palya  Gate Hosakote Road"", ""KR Pura Extension"", ""KR Pura Market"", ""Krishnaraja Pura Govt Hospital"", ""ITI Colony Gate"", ""Tin Factory"", ""Benniganahalli"", ""Bayyappanahalli Metro Station"", ""NGEF"", ""Swamy Vivekananda Metro Station\/Isolation Hospital"", ""Binnamangala"", ""Depot-06 Gate"", ""Halasuru"", ""Lido Talkies"", ""Hosmat Hospital (DIG Office)"", ""Life Style (Sacred Heart School)"", ""Richmond Circle"", ""Corporation"", ""Town Hall"", ""KR Market"" ]",10n,1
342-K,KR Market (Kalasipalya) → Adigara Kallahalli,3,"[ ""07:35:00"", ""09:15:00"", ""20:10:00"" ]",48,"[ ""KR Market (Kalasipalya)"", ""Makkala Koota"", ""Basappa Circle"", ""Lalbagh Main Gate"", ""Lalbagh Hopcoms"", ""7th Cross Wilson Garden"", ""Lakkasandra"", ""Nimhans Hospital"", ""Bengaluru Dairy Circle"", ""Muneshwara Devasthana"", ""Hosur Road Junction"", ""St Johns Hospital"", ""Koramangala Water Tank"", ""Kudure Mukha Colony"", ""St francis College"", ""Koramangala 1st Block"", ""Jakkasandra"", ""14th Main HSR Layout"", ""Depot-25 Gate"", ""Agara Junction"", ""Ibbaluru"", ""Bellanduru Gate SJP Road"", ""Kaikondrahalli"", ""Junnasandra Gate Wipro Regional Office"", ""Radhareddy Layout"", ""Doddakannalli"", ""Carmelram Gate"", ""Ambedkar Nagara"", ""Sarjapura Wipro Campus"", ""Kodathi Gate"", ""Sulikunte"", ""Muttanalluru Cross"", ""Dommasandra Circle"", ""Dommasandra"", ""Thigalara Chowdenahalli Cross"", ""Chambenahalli"", ""Yamare"", ""Crystal Apartment Sarjapura Road"", ""Sompura Gate"", ""Sarjapura Circle"", ""Sarjapura"", ""Sarjapura Circle"", ""Handenahalli"", ""Garments Factory Borugunte"", ""Boorugunte"", ""Billapura"", ""Exide Gate"", ""Adigara Kallahalli"" ]",10o,0
342-K,Adigara Kallahalli → KR Market (Kalasipalya),3,"[ ""06:00:00"", ""09:40:00"", ""11:30:00"" ]",45,"[ ""Adigara Kallahalli"", ""Exide Gate"", ""Billapura"", ""Boorugunte"", ""Garments Factory Borugunte"", ""Handenahalli"", ""Sarjapura Circle"", ""Sarjapura"", ""Sarjapura Circle"", ""Sompura Gate"", ""Crystal Apartment Sarjapura Road"", ""Yamare"", ""Chambenahalli"", ""Thigalara Chowdenahalli Cross"", ""Dommasandra"", ""Dommasandra Circle"", ""Muttanalluru Cross"", ""Sulikunte"", ""Kodathi Gate"", ""Sarjapura Wipro Campus"", ""Ambedkar Nagara"", ""Carmelram Gate"", ""Doddakannalli"", ""Radhareddy Layout"", ""Junnasandra Gate Wipro Regional Office"", ""Kaikondrahalli"", ""Bellanduru Gate SJP Road"", ""Ibbaluru"", ""Agara Junction"", ""Jakkasandra"", ""Koramangala 1st Block"", ""St francis College"", ""Kudure Mukha Colony"", ""Koramangala Water Tank"", ""St Johns Hospital"", ""Hosur Road junction"", ""Muneshwara Devasthana"", ""Bengaluru Dairy Circle"", ""Nimhans Hospital"", ""Lakkasandra"", ""7th Cross Wilson Garden"", ""Lalbagh Hopcoms"", ""Lalbagh Main Gate"", ""Town Hall"", ""KR Market (Kalasipalya)"" ]",10o,1
290-B,Thanisandra → Kempegowda Bus Station,2,"[ ""09:10:00"", ""19:05:00"" ]",27,"[ ""Thanisandra"", ""Ashwath Nagara"", ""Sarayipalya"", ""Vidyasagara"", ""Nagavara Junction Petrol Bunk"", ""Nagawara Junction"", ""Nagavara"", ""Glass Factory"", ""Govindapura Cross"", ""Arebic College"", ""Kadugondanahalli Railway Gate"", ""Kadugondanahalli Police Station"", ""Venkateshapura"", ""Postal and Telecom Colony"", ""Muslim Colony"", ""Periyar Nagara Circle"", ""Canara Bank Tannery Road"", ""Doddy"", ""Coles Park"", ""Bamboo Bazaar"", ""CSI Hospital"", ""Indian Express"", ""Vidhana Soudha Karnataka High Court"", ""MS Building"", ""Maharani College"", ""Cauvery Bhavana"", ""Kempegowda Bus Station"" ]",10p,1
515-A,Ullala Satelite Town → Yeshawanthapura Bus Station,17,"[ ""05:15:00"", ""06:35:00"", ""06:55:00"", ""07:35:00"", ""07:50:00"", ""08:55:00"", ""09:10:00"", ""10:00:00"", ""10:25:00"", ""13:25:00"", ""14:45:00"", ""15:35:00"", ""16:20:00"", ""17:20:00"", ""17:40:00"", ""18:40:00"", ""20:10:00"" ]",32,"[ ""Ullala Satelite Town"", ""Ullala Satellite Town Cross"", ""Upkar Layout Cross"", ""KLE Society College"", ""KLE Society College Cross"", ""Muddinapalya Junction"", ""Gidadakonenahalli Cross"", ""Herohalli Cross1"", ""Herohalli Sunkadakatte"", ""Venkateshwara Layout"", ""Syndicate Bank Layout"", ""Arch Lingadeeranahalli"", ""Acharya College"", ""Vidyamanyanagara"", ""Andhrahalli"", ""Kalikanagara Shiva Temple"", ""Peenya 2nd Stage"", ""Peenya 14th Cross"", ""Brundavana Peenya"", ""NTTF Peenya"", ""Rolling Mill"", ""TVS Cross Peenya"", ""Systems Peenya"", ""Jalahalli Cross"", ""Peenya Industry Metro Station"", ""SRS Peenya"", ""CMTI"", ""Goraguntepalya"", ""MEI Factory"", ""RMC Yard (Yeshawanthapura New Railway Station)"", ""Govardhan Talkies"", ""Yeshawanthapura Bus Station"" ]",10q,0
